Team,Nationality,Position,Age,Potential,Name
Villarreal CF ,Spain,Portero,31,Muy Bueno,Sergio Asenjo
FC Bayern München ,Spain,Defensa Central|Medio Centro Defensivo,31,Muy Bueno,Javi Martínez
Olympique de Marseille ,France,Medio Centro Ofensivo|Extremo Izquierdo,33,Muy Bueno,Dimitri Payet
FC Porto ,Spain,Defensa Central,33,Muy Bueno,Marcano
Beijing Sinobo Guoan FC ,Brazil,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,32,Muy Bueno,Renato Augusto
Jiangsu Suning FC ,Brazil,Defensa Central,35,Muy Bueno,Miranda
AS Saint-Étienne ,France,Portero,33,Muy Bueno,Stéphane Ruffier
Galatasaray SK ,Colombia,Delantero Centro,34,Muy Bueno,Falcao
Fiorentina ,France,Medio Izquierdo|Media Punta|Extremo Izquierdo,37,Muy Bueno,Franck Ribéry
Atlético Madrid ,Mexico,Medio Centro,30,Muy Bueno,Héctor Herrera
Sevilla FC ,Spain,Lateral Derecho|Medio Derecho,34,Muy Bueno,Jesús Navas
RSC Anderlecht ,Belgium,Defensa Central,34,Muy Bueno,Vincent Kompany
FC Porto ,Portugal,Defensa Central,37,Muy Bueno,Pepe
Vissel Kobe ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,36,Muy Bueno,Iniesta
Free Agents ,Ecuador,Delantero Centro,31,Muy Bueno,Segundo Mandíquez
Free Agents ,Uruguay,Delantero Centro|Media Punta,28,Muy Bueno,Luis Roberto Dálves
Free Agents ,Uruguay,Medio Izquierdo|Medio Centro Ofensivo|Extremo Izquierdo,32,Muy Bueno,Saúl Marcelo Ardero
Free Agents ,Uruguay,Defensa Central|Medio Centro Defensivo,36,Muy Bueno,Jaime Nicolás Frendado
Real Betis ,Spain,Delantero Centro,26,Muy Bueno,Loren
Real Madrid ,Brazil,Lateral Derecho|Defensa Central,22,Muy Bueno,Éder Militão
Valencia CF ,Uruguay,Delantero Centro,23,Muy Bueno,Maximiliano Gómez
West Ham United ,Czech Republic,Medio Centro Defensivo|Medio Centro,25,Muy Bueno,Tomáš Soucek
Ajax ,Brazil,Medio Centro Ofensivo|Extremo Derecho,23,Muy Bueno,David Neres
Lazio ,Italy,Medio Derecho,26,Muy Bueno,Manuel Lazzari
Olympique Lyonnais ,France,Medio Izquierdo|Medio Centro,22,Muy Bueno,Houssem Aouar
Everton ,Brazil,Delantero Centro|Medio Derecho|Medio Izquierdo,23,Muy Bueno,Richarlison
Santos ,Brazil,Delantero Centro,20,Muy Bueno,Luimo Boas Santos
Palmeiras ,Brazil,Defensa Central,32,Muy Bueno,Tony Abranjes
Fluminense ,Brazil,Medio Izquierdo|Medio Centro Ofensivo|Extremo Izquierdo,20,Muy Bueno,Laure Santeiro
Leicester City ,England,Lateral Izquierdo,23,Muy Bueno,Ben Chilwell
Bayer 04 Leverkusen ,Jamaica,Medio Derecho|Medio Izquierdo,22,Muy Bueno,Leon Bailey
Atlético Madrid ,Spain,Defensa Central,25,Muy Bueno,Mario Hermoso
Real Madrid ,France,Lateral Izquierdo,25,Muy Bueno,Ferland Mendy
FC Porto ,Mali,Delantero Centro|Medio Derecho,29,Muy Bueno,Moussa Marega
Atlético Madrid ,Spain,Medio Centro Defensivo|Medio Centro,25,Muy Bueno,Marcos Llorente
Real Betis ,Spain,Delantero Centro,27,Muy Bueno,Borja Iglesias
Arsenal ,Uruguay,Medio Centro Defensivo|Medio Centro,24,Muy Bueno,Lucas Torreira
VfL Wolfsburg ,Netherlands,Delantero Centro,27,Muy Bueno,Wout Weghorst
Arsenal ,Spain,Medio Centro|Medio Centro Ofensivo,23,Muy Bueno,Dani Ceballos
RB Leipzig ,Germany,Carrilero Derecho|Lateral Derecho|Lateral Izquierdo|Extremo Derecho,24,Muy Bueno,Lukas Klostermann
Manchester United ,Sweden,Defensa Central,26,Muy Bueno,Victor Lindelöf
Levante UD ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,33,Muy Bueno,Morales
Leicester City ,Belgium,Medio Centro,23,Muy Bueno,Youri Tielemans
River Plate ,Argentina,Medio Centro|Medio Centro Ofensivo,30,Muy Bueno,Ignacio Fernández
Lazio ,Argentina,Delantero Centro|Medio Centro Ofensivo|Media Punta,25,Muy Bueno,Joaquín Correa
Montpellier Hérault SC ,Argentina,Portero,28,Muy Bueno,Gerónimo Rulli
Bayer 04 Leverkusen ,Germany,Defensa Central,24,Muy Bueno,Jonathan Tah
Lokomotiv Moscow ,Portugal,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,27,Muy Bueno,João Mário
Juventus ,Italy,Medio Derecho|Medio Centro Ofensivo,26,Muy Bueno,Federico Bernardeschi
SL Benfica ,Greece,Portero,26,Muy Bueno,Odisseas Vlachodimos
Bayer 04 Leverkusen ,Germany,Medio Centro,27,Muy Bueno,Kerem Demirbay
Valencia CF ,Spain,Lateral Izquierdo,25,Muy Bueno,Gayà
Juventus ,Italy,Defensa Central,26,Muy Bueno,Daniele Rugani
RB Leipzig ,Germany,Lateral Izquierdo|Carrilero Izquierdo|Extremo Izquierdo,28,Muy Bueno,Marcel Halstenberg
Napoli ,Poland,Medio Izquierdo|Medio Centro,26,Muy Bueno,Piotr Zielinski
RB Leipzig ,Sweden,Medio Izquierdo|Medio Centro Ofensivo,28,Muy Bueno,Emil Forsberg
Boca Juniors ,Argentina,Portero,29,Muy Bueno,Esteban Andrada
Cagliari ,Italy,Portero,26,Muy Bueno,Alessio Cragno
Paris Saint-Germain ,Spain,Lateral Izquierdo|Medio Izquierdo,27,Muy Bueno,Juan Bernat
Everton ,England,Portero,26,Muy Bueno,Jordan Pickford
Athletic Club ,Spain,Defensa Central,29,Muy Bueno,Iñigo Martínez
Guangzhou R&F FC ,Israel,Delantero Centro|Extremo Izquierdo,33,Muy Bueno,Eran Zahavi
Chelsea ,France,Defensa Central,25,Muy Bueno,Kurt Zouma
Sevilla FC ,Czech Republic,Portero,31,Muy Bueno,Tomáš Vaclík
Manchester City ,England,Defensa Central,26,Muy Bueno,John Stones
Valencia CF ,Italy,Lateral Derecho,29,Muy Bueno,Alessandro Florenzi
Sevilla FC ,Spain,Medio Centro Ofensivo|Extremo Derecho,26,Muy Bueno,Suso
VfL Wolfsburg ,France,Lateral Izquierdo|Medio Izquierdo,27,Muy Bueno,Jérôme Roussillon
Watford ,Spain,Medio Izquierdo|Media Punta,26,Muy Bueno,Deulofeu
Paris Saint-Germain ,Belgium,Lateral Derecho|Medio Derecho,28,Muy Bueno,Thomas Meunier
Eintracht Frankfurt ,Austria,Defensa Central,27,Muy Bueno,Martin Hinteregger
Valencia CF ,Central African Rep.,Medio Centro,27,Muy Bueno,Geoffrey Kondogbia
RC Celta ,Brazil,Medio Derecho|Medio Centro|Medio Centro Ofensivo,27,Muy Bueno,Rafinha
FC Porto ,Argentina,Portero,32,Muy Bueno,Agustín Marchesín
AS Monaco Football Club SA ,France,Portero,29,Muy Bueno,Benjamin Lecomte
Feyenoord ,Netherlands,Extremo Derecho,28,Muy Bueno,Steven Berghuis
R. Valladolid CF ,Spain,Portero,31,Muy Bueno,Jordi Masip
Sporting CP ,Uruguay,Defensa Central,29,Muy Bueno,Sebastián Coates
RB Leipzig ,Slovenia,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,29,Muy Bueno,Kevin Kampl
Liverpool ,Switzerland,Medio Derecho|Extremo Derecho,28,Muy Bueno,Xherdan Shaqiri
Roma ,Ermenia,Medio Derecho|Medio Centro Ofensivo|Extremo Derecho,31,Muy Bueno,Henrikh Mkhitaryan
Chelsea ,Spain,Lateral Izquierdo|Carrilero Izquierdo|Extremo Izquierdo,29,Muy Bueno,Marcos Alonso
Paris Saint-Germain ,Spain,Medio Centro Defensivo|Medio Centro,30,Muy Bueno,Ander Herrera
Boca Juniors ,Argentina,Medio Derecho|Extremo Derecho,30,Muy Bueno,Eduardo Salvio
Shanghai Greenland Shenhua FC ,Italy,Medio Izquierdo|Extremo Izquierdo,27,Muy Bueno,Stephan El Shaarawy
Besiktas JK ,Serbia,Medio Centro Ofensivo|Extremo Izquierdo,28,Muy Bueno,Adem Ljajic
Roma ,England,Defensa Central,30,Muy Bueno,Chris Smalling
Sevilla FC ,Netherlands,Delantero Centro,29,Muy Bueno,Luuk de Jong
Milan ,Italy,Medio Centro,30,Muy Bueno,Giacomo Bonaventura
Torino ,Cameroon,Defensa Central,30,Muy Bueno,Nicolas Nkoulou
Shakhtar Donetsk ,Ukraine,Medio Derecho|Medio Centro Ofensivo,32,Muy Bueno,Marlos
Brescia ,Italy,Delantero Centro,29,Muy Bueno,Mario Balotelli
Atlético Madrid ,England,Lateral Derecho,29,Muy Bueno,Kieran Trippier
Fenerbahçe SK ,Brazil,Defensa Central|Medio Centro Defensivo,33,Muy Bueno,Luiz Gustavo
Al Nassr ,Brazil,Medio Centro Ofensivo,30,Muy Bueno,Giuliano
Inter ,Chile,Medio Izquierdo|Extremo Izquierdo,31,Muy Bueno,Alexis Sánchez
Al Hilal ,Italy,Delantero Centro|Medio Centro Ofensivo|Media Punta,33,Muy Bueno,Sebastian Giovinco
FC Bayern München ,Germany,Defensa Central,31,Muy Bueno,Jérôme Boateng
Athletic Club ,Spain,Lateral Izquierdo,30,Muy Bueno,Yuri Berchiche
Arsenal ,Brazil,Defensa Central,33,Muy Bueno,David Luiz
Milan ,Denmark,Defensa Central,31,Muy Bueno,Simon Kjær
Atlético Madrid ,Spain,Portero,33,Muy Bueno,Adán
Bayer 04 Leverkusen ,Germany,Defensa Central|Medio Centro Defensivo,31,Muy Bueno,Sven Bender
Bayer 04 Leverkusen ,Germany,Lateral Derecho|Medio Centro Defensivo|Medio Centro,31,Muy Bueno,Lars Bender
Club Brugge KV ,Belgium,Portero,32,Muy Bueno,Simon Mignolet
Arsenal ,Greece,Defensa Central,32,Muy Bueno,Sokratis
FC Girondins de Bordeaux ,France,Defensa Central,34,Muy Bueno,Laurent Koscielny
West Ham United ,Poland,Portero,35,Muy Bueno,Lukasz Fabianski
Sassuolo ,Italy,Portero,33,Muy Bueno,Andrea Consigli
Sampdoria ,Italy,Delantero Centro,37,Muy Bueno,Fabio Quagliarella
Al Hilal ,France,Delantero Centro,34,Muy Bueno,Bafétimbi Gomis
Tigres U.A.N.L. ,France,Delantero Centro|Media Punta,34,Muy Bueno,André-Pierre Gignac
Liverpool ,England,Lateral Derecho|Lateral Izquierdo|Medio Centro,34,Muy Bueno,James Milner
Hertha BSC ,Norway,Portero,35,Muy Bueno,Rune Almenning Jarstein
Free Agents ,Uruguay,Lateral Izquierdo|Medio Izquierdo,32,Muy Bueno,Mauro Evidio Nérez
Free Agents ,Uruguay,Medio Centro Defensivo|Medio Centro,36,Muy Bueno,Matías David Baldona
Free Agents ,Uruguay,Portero,32,Muy Bueno,Jorge Ezequiel Serendero
Sevilla FC ,Spain,Lateral Izquierdo|Medio Izquierdo,23,Muy Bueno,Reguilón
SL Benfica ,Brazil,Delantero Centro,25,Muy Bueno,Vinícius
Dynamo Kyiv ,Ukraine,Medio Derecho|Medio Izquierdo,22,Muy Bueno,Viktor Tsygankov
RB Leipzig ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,22,Muy Bueno,Dani Olmo
Atlético Madrid ,Portugal,Delantero Centro|Medio Izquierdo|Media Punta,20,Sobresaliente,João Félix
Dinamo Zagreb ,Croatia,Portero,25,Muy Bueno,Dominik Livakovic
Borussia Dortmund ,Norway,Delantero Centro,20,Sobresaliente,Erling Braut Haaland
RCD Espanyol ,Spain,Medio Derecho|Medio Centro,22,Muy Bueno,Melendo
Tottenham Hotspur ,France,Medio Centro Defensivo|Medio Centro,23,Muy Bueno,Tanguy Ndombele
Valencia CF ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro,23,Muy Bueno,Carlos Soler
Stade Rennais FC ,Brazil,Medio Derecho|Extremo Derecho,23,Muy Bueno,Raphinha
RB Leipzig ,France,Delantero Centro|Medio Centro|Medio Centro Ofensivo,22,Muy Bueno,Christopher Nkunku
Leicester City ,Turkey,Defensa Central,24,Muy Bueno,Çaglar Söyüncü
Cruzeiro ,Brazil,Lateral Izquierdo|Medio Izquierdo,20,Muy Bueno,Welington Dano
São Paulo ,Brazil,Lateral Izquierdo|Carrilero Izquierdo|Extremo Izquierdo,28,Muy Bueno,Adryan Zonta
Fluminense ,Brazil,Medio Centro Defensivo|Medio Centro,24,Muy Bueno,Everton Andrão
Flamengo ,Brazil,Portero,24,Muy Bueno,Héniton Pires
RB Leipzig ,France,Defensa Central,21,Muy Bueno,Dayot Upamecano
SV Werder Bremen ,Kosovo,Media Punta|Extremo Derecho|Extremo Izquierdo,24,Muy Bueno,Milot Rashica
Roma ,Italy,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,24,Muy Bueno,Lorenzo Pellegrini
Borussia Mönchengladbach ,France,Delantero Centro|Extremo Izquierdo,22,Muy Bueno,Marcus Thuram
Athletic Club ,Spain,Defensa Central,25,Muy Bueno,Yeray
Chelsea ,United States,Medio Izquierdo|Extremo Derecho|Extremo Izquierdo,21,Muy Bueno,Christian Pulisic
Juventus ,Uruguay,Medio Centro,23,Muy Bueno,Rodrigo Bentancur
SD Eibar ,Serbia,Portero,28,Muy Bueno,Marko Dmitrovic
FC Bayern München ,France,Lateral Derecho|Defensa Central,24,Muy Bueno,Benjamin Pavard
Paris Saint-Germain ,France,Lateral Izquierdo|Defensa Central,24,Muy Bueno,Abdou Diallo
AS Monaco Football Club SA ,Russia,Medio Centro|Medio Centro Ofensivo,24,Muy Bueno,Alexandr Golovin
Manchester United ,Ivory Coast,Defensa Central,26,Muy Bueno,Eric Bailly
RB Leipzig ,Austria,Lateral Derecho|Medio Centro Defensivo|Medio Centro,23,Muy Bueno,Konrad Laimer
Real Sociedad ,Spain,Medio Centro,24,Muy Bueno,Merino
Wolverhampton Wanderers ,Portugal,Media Punta|Extremo Izquierdo,23,Muy Bueno,Diogo Jota
Inter ,Italy,Medio Centro|Medio Centro Ofensivo,23,Muy Bueno,Nicolò Barella
Olympique Lyonnais ,Cameroon,Delantero Centro|Medio Izquierdo,27,Muy Bueno,Karl Toko-Ekambi
Olympique de Marseille ,France,Medio Centro|Medio Centro Ofensivo,25,Muy Bueno,Valentin Rongier
Getafe CF ,Spain,Delantero Centro,31,Muy Bueno,Mata
Tottenham Hotspur ,England,Medio Centro Defensivo|Medio Centro,24,Muy Bueno,Harry Winks
Napoli ,Mexico,Delantero Centro|Extremo Derecho|Extremo Izquierdo,24,Muy Bueno,Hirving Lozano
Olympique Lyonnais ,Belgium,Defensa Central,25,Muy Bueno,Jason Denayer
Inter ,Uruguay,Medio Centro Defensivo,28,Muy Bueno,Matias Vecino
AS Monaco Football Club SA ,France,Medio Centro Defensivo|Medio Centro,25,Muy Bueno,Tiemoué Bakayoko
Sevilla FC ,Brazil,Defensa Central,27,Muy Bueno,Diego Carlos
Newcastle United ,France,Delantero Centro|Medio Izquierdo|Extremo Izquierdo,23,Muy Bueno,Allan Saint-Maximin
Athletic Club ,Spain,Medio Centro Defensivo|Medio Centro,30,Muy Bueno,Dani García
Torino ,Italy,Defensa Central,28,Muy Bueno,Armando Izzo
OGC Nice ,Argentina,Portero,27,Muy Bueno,Walter Benítez
Olympique de Marseille ,Argentina,Delantero Centro,30,Muy Bueno,Darío Benedetto
River Plate ,Argentina,Portero,33,Muy Bueno,Franco Armani
Olympique Lyonnais ,Brazil,Medio Centro Defensivo|Medio Centro,28,Muy Bueno,Thiago Mendes
Chelsea ,Denmark,Defensa Central,24,Muy Bueno,Andreas Christensen
Everton ,Portugal,Medio Centro Defensivo|Medio Centro,26,Muy Bueno,André Gomes
Olympique de Marseille ,France,Medio Centro|Medio Centro Ofensivo,25,Muy Bueno,Morgan Sanson
River Plate ,Colombia,Medio Centro Ofensivo,27,Muy Bueno,Juan Fernando Quintero
Manchester United ,Brazil,Medio Centro Defensivo|Medio Centro,27,Muy Bueno,Fred
AFC Bournemouth ,Netherlands,Defensa Central,25,Muy Bueno,Nathan Aké
Real Madrid ,Spain,Medio Derecho|Extremo Derecho,29,Muy Bueno,Lucas Vázquez
TSG 1899 Hoffenheim ,Israel,Delantero Centro,28,Muy Bueno,Munas Dabbur
Real Sociedad ,Belgium,Medio Derecho|Extremo Derecho,25,Muy Bueno,Adnan Januzaj
SL Benfica ,Brazil,Medio Centro Defensivo|Medio Centro,26,Muy Bueno,Gabriel
Watford ,France,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,27,Muy Bueno,Abdoulaye Doucouré
Milan ,Turkey,Medio Centro|Extremo Izquierdo,26,Muy Bueno,Hakan Çalhanoglu
RB Leipzig ,Denmark,Delantero Centro,26,Muy Bueno,Yussuf Poulsen
Sevilla FC ,Argentina,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,31,Muy Bueno,Franco Vázquez
Aston Villa ,England,Medio Centro|Medio Centro Ofensivo|Extremo Izquierdo,24,Muy Bueno,Jack Grealish
Borussia Mönchengladbach ,France,Delantero Centro|Extremo Izquierdo,27,Muy Bueno,Alassane Plea
Shakhtar Donetsk ,Ukraine,Medio Centro Defensivo,30,Muy Bueno,Taras Stepanenko
Manchester United ,England,Lateral Izquierdo,25,Muy Bueno,Luke Shaw
Sevilla FC ,Argentina,Extremo Derecho|Extremo Izquierdo,26,Muy Bueno,Lucas Ocampos
FC Schalke 04 ,Serbia,Defensa Central,27,Muy Bueno,Matija Nastasic
Manchester City ,France,Lateral Izquierdo,26,Muy Bueno,Benjamin Mendy
RB Leipzig ,Hungary,Defensa Central,27,Muy Bueno,Willi Orban
Toronto FC ,Spain,Medio Centro Ofensivo|Media Punta,28,Muy Bueno,Pozuelo
Atlético Madrid ,Croatia,Lateral Derecho,28,Muy Bueno,Šime Vrsaljko
Burnley ,England,Portero,28,Muy Bueno,Nick Pope
FC Porto ,Cape Verde,Delantero Centro,29,Muy Bueno,Zé Luís
Olympique de Marseille ,Spain,Defensa Central,30,Muy Bueno,Álvaro
Wolverhampton Wanderers ,France,Defensa Central,29,Muy Bueno,Willy Boly
Burnley ,England,Defensa Central,27,Muy Bueno,James Tarkowski
Torino ,Italy,Delantero Centro,29,Muy Bueno,Simone Zaza
RCD Espanyol ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,26,Muy Bueno,Sergi Darder
FC Schalke 04 ,Senegal,Defensa Central|Medio Centro Defensivo,29,Muy Bueno,Salif Sané
Wolverhampton Wanderers ,Republic of Ireland,Carrilero Derecho|Extremo Derecho,28,Muy Bueno,Matt Doherty
Real Betis ,Algeria,Defensa Central,28,Muy Bueno,Aïssa Mandi
Shakhtar Donetsk ,Brazil,Lateral Izquierdo,30,Muy Bueno,Ismaily
1. FC Köln ,Germany,Portero,27,Muy Bueno,Timo Horn
Club Brugge KV ,Belgium,Medio Centro|Medio Centro Ofensivo,27,Muy Bueno,Hans Vanaken
Levante UD ,Spain,Medio Centro Defensivo|Medio Centro,27,Muy Bueno,Campaña
Atlético Madrid ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,30,Muy Bueno,Vitolo
Arsenal ,Switzerland,Medio Centro Defensivo|Medio Centro,27,Muy Bueno,Granit Xhaka
Atalanta ,Colombia,Delantero Centro,29,Muy Bueno,Luis Muriel
Brighton & Hove Albion ,Australia,Portero,28,Muy Bueno,Mathew Ryan
Liverpool ,England,Medio Derecho|Medio Centro,26,Muy Bueno,Alex Oxlade-Chamberlain
VfL Wolfsburg ,France,Defensa Central|Medio Centro Defensivo|Medio Centro,29,Muy Bueno,Josuha Guilavogui
River Plate ,Argentina,Medio Centro Defensivo|Medio Centro,34,Muy Bueno,Enzo Pérez
Liverpool ,Croatia,Defensa Central,31,Muy Bueno,Dejan Lovren
Levante UD ,Spain,Portero,29,Muy Bueno,Aitor
Manchester City ,Argentina,Defensa Central,32,Muy Bueno,Nicolás Otamendi
Borussia Dortmund ,Germany,Medio Centro|Medio Centro Ofensivo|Media Punta,28,Muy Bueno,Mario Götze
Manchester United ,Serbia,Medio Centro Defensivo|Medio Centro,31,Muy Bueno,Nemanja Matic
LOSC Lille ,France,Medio Centro Defensivo|Medio Centro,29,Muy Bueno,Benjamin André
Crystal Palace ,Spain,Portero,33,Muy Bueno,Guaita
Chelsea ,Spain,Extremo Derecho|Extremo Izquierdo,33,Muy Bueno,Pedro
Shanghai SIPG FC ,Brazil,Delantero Centro|Extremo Derecho,34,Muy Bueno,Hulk
Valencia CF ,France,Medio Centro Defensivo|Medio Centro,29,Muy Bueno,Francis Coquelin
Eintracht Frankfurt ,Netherlands,Delantero Centro,31,Muy Bueno,Bas Dost
Free Agents ,Russia,Delantero Centro,31,Muy Bueno,Artem Dzyuba
Borussia Mönchengladbach ,Germany,Medio Centro Ofensivo|Media Punta,31,Muy Bueno,Lars Stindl
Everton ,Iceland,Medio Centro|Medio Centro Ofensivo,30,Muy Bueno,Gylfi Sigur?sson
Lazio ,Italy,Medio Centro Defensivo|Medio Centro,35,Muy Bueno,Marco Parolo
Real Betis ,Brazil,Defensa Central,30,Muy Bueno,Sidnei
Lokomotiv Moscow ,Croatia,Defensa Central,34,Muy Bueno,Vedran Corluka
Chelsea ,France,Delantero Centro,33,Muy Bueno,Olivier Giroud
Manchester United ,Spain,Medio Derecho|Medio Centro Ofensivo,32,Muy Bueno,Juan Mata
Getafe CF ,Spain,Delantero Centro,33,Muy Bueno,Ángel
Athletic Club ,Spain,Medio Centro,33,Muy Bueno,Beñat
Olympiacos CFP ,France,Medio Izquierdo|Medio Centro Ofensivo,35,Muy Bueno,Mathieu Valbuena
Racing Club ,Chile,Medio Centro Defensivo|Medio Centro,33,Muy Bueno,Marcelo Díaz
Valencia CF ,France,Delantero Centro,33,Muy Bueno,Kévin Gameiro
SD Eibar ,Spain,Medio Derecho|Medio Izquierdo,33,Muy Bueno,Pedro León
Borussia Dortmund ,Poland,Lateral Derecho|Defensa Central,35,Muy Bueno,Lukasz Piszczek
Manchester United ,Argentina,Portero,33,Muy Bueno,Sergio Romero
Valencia CF ,Denmark,Lateral Derecho|Medio Derecho|Medio Centro,31,Muy Bueno,Daniel Wass
Portland Timbers ,Argentina,Delantero Centro|Medio Centro Ofensivo,34,Muy Bueno,Diego Valeri
Real Betis ,Mexico,Medio Centro Defensivo|Medio Izquierdo|Medio Centro,33,Muy Bueno,Andrés Guardado
Athletic Club ,Spain,Delantero Centro|Medio Centro Ofensivo,34,Muy Bueno,Raúl García
Tottenham Hotspur ,Argentina,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,28,Muy Bueno,Erik Lamela
Leicester City ,Northern Ireland,Defensa Central,32,Muy Bueno,Jonny Evans
Lazio ,Romania,Defensa Central,33,Muy Bueno,Stefan Radu
Watford ,England,Portero,37,Muy Bueno,Ben Foster
Guangzhou R&F FC ,Belgium,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,33,Muy Bueno,Mousa Dembélé
Getafe CF ,Spain,Delantero Centro,38,Muy Bueno,Jorge Molina
PFC CSKA Moscow ,Russia,Portero,34,Muy Bueno,Igor Akinfeev
Trabzonspor ,Argentina,Medio Centro Defensivo|Medio Centro,35,Muy Bueno,José Sosa
Racing Club ,Argentina,Delantero Centro,37,Muy Bueno,Lisandro López
Orlando City Soccer Club ,Portugal,Extremo Derecho|Extremo Izquierdo,33,Muy Bueno,Nani
Derby County ,England,Delantero Centro|Medio Centro|Medio Centro Ofensivo,34,Muy Bueno,Wayne Rooney
Real Betis ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,39,Muy Bueno,Joaquín
Aston Villa ,Spain,Portero,37,Muy Bueno,Pepe Reina
Atlético Madrid ,Brazil,Lateral Izquierdo,22,Muy Bueno,Renan Lodi
Free Agents ,Uruguay,Delantero Centro,32,Bueno,Enzo Manuel Aguerro
Free Agents ,Uruguay,Portero,28,Bueno,Leandro Miguel Sáreda
Free Agents ,Uruguay,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,32,Bueno,Enzo Martín Riquero
Free Agents ,Uruguay,Lateral Izquierdo|Defensa Central,32,Bueno,Daniel Martín Lenzado
Valencia CF ,Spain,Medio Derecho|Medio Izquierdo|Media Punta,20,Muy Bueno,Ferrán Torres
FC Barcelona ,Spain,Lateral Izquierdo|Medio Izquierdo,23,Muy Bueno,Junior Firpo
Getafe CF ,Serbia,Medio Centro Defensivo|Medio Centro,25,Muy Bueno,Nemanja Maksimovic
Ajax ,Argentina,Defensa Central|Medio Centro Defensivo,22,Muy Bueno,Lisandro Martínez
Getafe CF ,Spain,Lateral Izquierdo|Medio Izquierdo,22,Muy Bueno,Cucurella
Real Madrid ,Brazil,Extremo Izquierdo,20,Sobresaliente,Vinícius Jr.
Borussia Dortmund ,France,Defensa Central,21,Muy Bueno,Dan-Axel Zagadou
Sporting CP ,Brazil,Medio Centro,22,Muy Bueno,Wendel
RB Leipzig ,France,Defensa Central,21,Muy Bueno,Ibrahima Konaté
Manchester United ,Scotland,Medio Centro Defensivo|Medio Centro,23,Muy Bueno,Scott McTominay
Racing Club ,Argentina,Medio Derecho|Medio Centro|Medio Centro Ofensivo,22,Muy Bueno,Matías Zaracho
LOSC Lille ,France,Medio Derecho|Medio Centro Ofensivo,22,Muy Bueno,Jonathan Ikoné
FC Bayern München ,Spain,Lateral Derecho,24,Muy Bueno,Odriozola
Sheffield United ,England,Portero,23,Muy Bueno,Dean Henderson
Chelsea ,England,Medio Centro|Medio Centro Ofensivo|Extremo Derecho,21,Muy Bueno,Mason Mount
FC Schalke 04 ,Morocco,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,23,Muy Bueno,Amine Harit
Atalanta ,Ukraine,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,27,Muy Bueno,Ruslan Malinovskyi
FC Nantes ,France,Portero,21,Muy Bueno,Alban Lafont
Chelsea ,England,Delantero Centro,22,Muy Bueno,Tammy Abraham
Athletic Club ,Spain,Portero,23,Muy Bueno,Unai Simón
São Paulo ,Brazil,Delantero Centro,20,Muy Bueno,Matheus Bardeira
Palmeiras ,Brazil,Delantero Centro,32,Bueno,Fredditinho
Flamengo ,Brazil,Medio Centro|Medio Centro Ofensivo,20,Muy Bueno,Arturo Inálcio
Santos ,Brazil,Defensa Central,32,Bueno,Vieirundinho
Internacional ,Brazil,Portero,28,Bueno,Gabri Prestão
Flamengo ,Brazil,Defensa Central,24,Muy Bueno,Vincente Dourado
Centro Sportivo Alagoano ,Brazil,Medio Centro Defensivo,20,Bueno,Melvin Parrela
